WKT,POINT_ID
"POINT (3838002.1802195 2541994.48247374)","38382542"
"POINT (3838001.97426488 2613999.44670112)","38382614"
"POINT (3838000.5738345 2794000.26262748)","38382794"
"POINT (3837980.46983899 2865840.63106959)","38382866"
"POINT (3837991.52070945 2956006.35724056)","38382956"
"POINT (3838001.97725945 3063998.15611343)","38383064"
"POINT (3840003.71937922 2330003.16521741)","38402330"
"POINT (3840008.7391783 2492001.44262045)","38402492"
"POINT (3840001.9621085 2982002.96694562)","38402982"
"POINT (3840001.34628401 3031997.83068257)","38403032"
"POINT (3839999.48827569 3053994.15678451)","38403054"
"POINT (3842002.25296631 2547985.07172784)","38422548"
"POINT (3841991.02212058 2560000.77036432)","38422560"
"POINT (3841995.72578915 2584000.67324707)","38422584"
"POINT (3842029.27458616 2709995.09874923)","38422710"
"POINT (3842000.77047052 2782001.05466008)","38422782"
"POINT (3842000.77212526 2889999.1280995)","38422890"
"POINT (3844000.51827266 2341998.10626902)","38442342"
"POINT (3843999.04204343 2449999.35097302)","38442450"
"POINT (3844072.40455606 2485991.17453794)","38442486"
"POINT (3844016.20562781 2489997.54367534)","38442490"
"POINT (3843995.64319687 2503998.97916313)","38442504"
"POINT (3844005.9614559 2534014.96858154)","38442534"
"POINT (3843999.98424391 2598000.01800394)","38442598"
"POINT (3844000.04019949 2696001.67415859)","38442696"
"POINT (3843973.20868757 2701932.86236483)","38442702"
"POINT (3843999.68772965 2850000.91993848)","38442850"
"POINT (3844001.52094267 2940000.29379644)","38442940"
"POINT (3844000.56785329 2965999.74928997)","38442966"
"POINT (3844020.93471259 2994008.31622699)","38442994"
"POINT (3843996.71978842 3008000.93893206)","38443008"
"POINT (3844001.60440118 3025997.94189854)","38443026"
"POINT (3845997.00781327 2487997.53563714)","38462488"
"POINT (3845997.97301581 2555998.64121325)","38462556"
"POINT (3846001.5255588 2610000.87938498)","38462610"
"POINT (3845992.17192181 2663981.53395497)","38462664"
"POINT (3846001.43710841 2745999.15042316)","38462746"
"POINT (3845999.68359293 2817999.4372475)","38462818"
"POINT (3846000.1783142 2830000.91193491)","38462830"
"POINT (3846001.00270829 2884000.28324349)","38462884"
"POINT (3845999.96164948 2897999.34574357)","38462898"
"POINT (3846000.66510376 2956000.39222709)","38462956"
"POINT (3845998.79307645 2973999.23423995)","38462974"
"POINT (3846000.12745942 3051996.42473127)","38463052"
"POINT (3845991.39330262 3095994.30436136)","38463096"
"POINT (3848015.02491141 2323999.26366005)","38482324"
"POINT (3847998.82385946 2337998.02137128)","38482338"
"POINT (3848001.67930223 2522000.54603941)","38482522"
"POINT (3848017.97073563 2525987.66227677)","38482526"
"POINT (3847998.92467267 2557997.89826507)","38482558"
"POINT (3847999.91820512 2842000.52047481)","38482842"
"POINT (3848001.22284612 2860001.01815953)","38482860"
"POINT (3848010.77095712 2882017.77788246)","38482882"
"POINT (3848000.96929769 2896001.64418995)","38482896"
"POINT (3847999.48412021 2918000.35544954)","38482918"
"POINT (3847999.19768359 2971997.93160805)","38482972"
"POINT (3847998.63826901 3025999.53935799)","38483026"
"POINT (3849930.75449223 2675761.75647384)","38502676"
"POINT (3849997.3451168 2783998.30287335)","38502784"
"POINT (3849998.67899916 2851999.04827665)","38502852"
"POINT (3849999.95196842 2927999.32648632)","38502928"
"POINT (3852000.19892049 2307996.37915213)","38522308"
"POINT (3851995.98780335 2343997.49657747)","38522344"
"POINT (3851995.59312648 2457997.00318114)","38522458"
"POINT (3852000.22834257 2470002.11123729)","38522470"
"POINT (3851997.79111374 2602005.47886678)","38522602"
"POINT (3851997.29496122 2650000.04028028)","38522650"
"POINT (3851999.66129999 2781997.98407025)","38522782"
"POINT (3852000.05551172 2811999.97847958)","38522812"
"POINT (3852000.07509505 2830000.58272445)","38522830"
"POINT (3852000.05739458 2836000.454656)","38522836"
"POINT (3851999.93300149 2847999.59054744)","38522848"
"POINT (3851996.98651323 2973999.66010905)","38522974"
"POINT (3851997.55884169 2991999.9772062)","38522992"
"POINT (3851997.81338721 3034001.00426568)","38523034"
"POINT (3852003.94860132 3117997.55232858)","38523118"
"POINT (3854002.66374802 2330002.96225708)","38542330"
"POINT (3854005.91705767 2334005.97491631)","38542334"
"POINT (3853997.37290188 2563997.36693004)","38542564"
"POINT (3854000.38784204 2618000.03417213)","38542618"
"POINT (3853999.52000101 2640001.58405379)","38542640"
"POINT (3854002.3513995 2743997.69396915)","38542744"
"POINT (3854007.49070891 2753896.53835751)","38542754"
"POINT (3853999.71762339 2807998.27856768)","38542808"
"POINT (3854002.03300939 2959999.83504286)","38542960"
"POINT (3853999.40121589 2981999.79440062)","38542982"
"POINT (3854001.04321592 2999999.48222661)","38543000"
"POINT (3853999.5805257 3006000.3927229)","38543006"
"POINT (3853999.40726278 3095999.68007819)","38543096"
"POINT (3854000.16763729 3122003.14241748)","38543122"
"POINT (3855998.52843139 2343999.4665773)","38562344"
"POINT (3855998.76341161 2389998.13703888)","38562390"
"POINT (3855999.74624832 2649997.17131601)","38562650"
"POINT (3855855.00686131 2883999.18823885)","38562884"
"POINT (3857999.78583383 2301998.80392494)","38582302"
"POINT (3858005.1261621 2333991.18850541)","38582334"
"POINT (3858000.71912307 2503984.20112247)","38582504"
"POINT (3858004.75355504 2531989.95729488)","38582532"
"POINT (3858001.42483037 2546001.51416078)","38582546"
"POINT (3858005.3832982 2838018.03896301)","38582838"
"POINT (3858000.47497318 2870000.42663028)","38582870"
"POINT (3857999.5070044 2927998.06725424)","38582928"
"POINT (3857996.5592534 2941998.80793015)","38582942"
"POINT (3858014.81183323 2949984.44370974)","38582950"
"POINT (3858000.0277558 2999998.21038202)","38583000"
"POINT (3858000.08342715 3090001.37814528)","38583090"
"POINT (3858008.86176111 3130004.34218403)","38583130"
"POINT (3860010.84976256 2530038.44658795)","38602530"
"POINT (3860000.30672496 2818000.23917215)","38602818"
"POINT (3859999.70465335 2835998.99276125)","38602836"
"POINT (3859975.32903497 2979978.30722786)","38602980"
"POINT (3859999.89221627 3088002.35351068)","38603088"
"POINT (3861998.79447414 2299997.00577207)","38622300"
"POINT (3861998.02191301 2306000.40057057)","38622306"
"POINT (3862016.08471273 2381986.8771391)","38622382"
"POINT (3862000.21811543 2396000.08377333)","38622396"
"POINT (3861998.68438275 2497998.64074692)","38622498"
"POINT (3862001.55901557 2598002.1552628)","38622598"
"POINT (3862002.80495719 2624002.02309789)","38622624"
"POINT (3861998.31907436 2630000.64871828)","38622630"
"POINT (3862000.16163475 2633999.10274875)","38622634"
"POINT (3862032.84808516 2773886.66353272)","38622774"
"POINT (3862000.2070408 2809998.81002436)","38622810"
"POINT (3861999.05410983 2850001.24304987)","38622850"
"POINT (3862000.40470409 2864000.05027537)","38622864"
"POINT (3861998.13437277 2882000.33131737)","38622882"
"POINT (3862014.94722239 2903997.59838497)","38622904"
"POINT (3862001.81116334 2983998.45728183)","38622984"
"POINT (3862000.19828313 2990000.01557662)","38622990"
"POINT (3862015.57296622 3037995.96299325)","38623038"
"POINT (3862012.78678187 3151996.68854291)","38623152"
"POINT (3863999.39226182 2470001.76015556)","38642470"
"POINT (3863998.61371563 2799999.60284684)","38642800"
"POINT (3864000.35962826 2818000.65644807)","38642818"
"POINT (3864000.39826907 2854000.05397179)","38642854"
"POINT (3864000.02709254 2865999.32045015)","38642866"
"POINT (3864001.38082163 2944001.41010035)","38642944"
"POINT (3863999.45197047 3010000.50134743)","38643010"
"POINT (3864003.24193916 3016000.99138598)","38643016"
"POINT (3863985.78591349 3153975.70006226)","38643154"
"POINT (3865999.2482961 2301996.62639327)","38662302"
"POINT (3865999.61078014 2548001.61308979)","38662548"
"POINT (3865997.80958275 2572001.0627914)","38662572"
"POINT (3865999.11400453 2769999.8180102)","38662770"
"POINT (3866000.54345805 2914000.99927441)","38662914"
"POINT (3866000.85426508 2967999.56203367)","38662968"
"POINT (3865999.31089579 3003999.53313699)","38663004"
"POINT (3866005.98052441 3098000.36796453)","38663098"
"POINT (3868001.67810162 2375997.45808468)","38682376"
"POINT (3867994.16023251 2501996.56677049)","38682502"
"POINT (3868000.74510083 2528004.96091438)","38682528"
"POINT (3867999.8751097 2654000.01500835)","38682654"
"POINT (3867997.0923032 2960001.31286209)","38682960"
"POINT (3867996.47877554 3122001.49013318)","38683122"
"POINT (3870002.10173535 2524000.67774653)","38702524"
"POINT (3869999.48302917 2758000.93875707)","38702758"
"POINT (3869997.87219013 2980000.48407375)","38702980"
"POINT (3871999.64056587 2384002.14742092)","38722384"
"POINT (3872001.24901877 2460002.81181183)","38722460"
"POINT (3872001.02429259 2483995.37424714)","38722484"
"POINT (3871995.93808072 2501999.16676026)","38722502"
"POINT (3871999.35650277 2617999.69577187)","38722618"
"POINT (3871999.9210822 2675999.15373496)","38722676"
"POINT (3871956.69815787 2689959.55151329)","38722690"
"POINT (3872001.79938318 2693998.48880947)","38722694"
"POINT (3871979.75091577 2726040.67408865)","38722726"
"POINT (3872000.03996382 2789999.84885341)","38722790"
"POINT (3871999.5536393 2801999.66380317)","38722802"
"POINT (3871999.31894307 2826000.56649059)","38722826"
"POINT (3871999.60799786 2855999.28541677)","38722856"
"POINT (3871999.7301986 2963999.45780781)","38722964"
"POINT (3871997.05157076 3017997.54610407)","38723018"
"POINT (3872000.30032897 3035999.65288878)","38723036"
"POINT (3874003.16257144 2285997.1411876)","38742286"
"POINT (3874000.32005489 2470000.58349895)","38742470"
"POINT (3874001.17239362 2668001.75411575)","38742668"
"POINT (3873999.16403554 2847999.13285107)","38742848"
"POINT (3873999.42324244 2938001.52379227)","38742938"
"POINT (3874000.33275335 3010002.45127339)","38743010"
"POINT (3876003.50740272 2585998.25995148)","38762586"
"POINT (3875999.51868928 2643999.71061689)","38762644"
"POINT (3876002.23113262 2662001.21338274)","38762662"
"POINT (3875998.77234298 2679999.36445043)","38762680"
"POINT (3876000.53771192 2733999.49745983)","38762734"
"POINT (3875997.7697341 2770000.84055552)","38762770"
"POINT (3875999.5479919 2779999.38319796)","38762780"
"POINT (3876000.5017576 2801998.66208948)","38762802"
"POINT (3876050.13807295 2977983.36297688)","38762978"
"POINT (3875997.67257799 2986002.50755269)","38762986"
"POINT (3875999.47720123 3094001.65864415)","38763094"
"POINT (3877994.99660202 2314001.27899552)","38782314"
"POINT (3877997.47830685 2548000.40251817)","38782548"
"POINT (3878001.76943272 2565998.73128085)","38782566"
"POINT (3878000.44680003 2602000.13158003)","38782602"
"POINT (3878000.2441787 2764000.68163112)","38782764"
"POINT (3877999.58034848 2872000.04530149)","38782872"
"POINT (3877997.39747888 2944001.04880847)","38782944"
"POINT (3877999.94838438 3178017.86520761)","38783178"
"POINT (3879963.67345276 2299957.3559158)","38802300"
"POINT (3880000.0639816 2310000.99963813)","38802310"
"POINT (3879999.40884264 2318001.3294637)","38802318"
"POINT (3879999.23202734 2647996.80060802)","38802648"
"POINT (3879999.13586079 2850000.4019296)","38802850"
"POINT (3879998.9944698 2875999.82887854)","38802876"
"POINT (3879998.75578807 3001999.3216289)","38803002"
"POINT (3880001.46595983 3037998.07179583)","38803038"
"POINT (3880006.90574117 3151989.99009426)","38803152"
"POINT (3882000.90264716 2394000.14841284)","38822394"
"POINT (3881997.31402864 2512003.31856386)","38822512"
"POINT (3882001.14445138 2520001.02607961)","38822520"
"POINT (3881999.7906625 2538011.92060545)","38822538"
"POINT (3881996.46157602 2583996.80312023)","38822584"
"POINT (3881999.03009421 2718001.16581452)","38822718"
"POINT (3881999.69743189 2830000.39804443)","38822830"
"POINT (3881999.4672418 2848000.27442599)","38822848"
"POINT (3882000.49285266 2871998.50220253)","38822872"
"POINT (3881999.81848057 2925999.99348756)","38822926"
"POINT (3881999.43944433 2961998.79264691)","38822962"
"POINT (3881999.59879397 3153998.12023945)","38823154"
"POINT (3884000.74677042 2327997.23088374)","38842328"
"POINT (3883997.71371268 2341999.60585872)","38842342"
"POINT (3884000.86107095 2485997.01137132)","38842486"
"POINT (3883999.29439983 2536005.36674358)","38842536"
"POINT (3884001.51545666 2590000.96206988)","38842590"
"POINT (3884000.13779654 2666000.48978867)","38842666"
"POINT (3884000.30240381 2810000.1728993)","38842810"
"POINT (3883999.09995463 2863999.99996941)","38842864"
"POINT (3883999.82584622 2881999.77785875)","38842882"
"POINT (3883997.89624649 2989998.38688874)","38842990"
"POINT (3884000.61110458 3039998.88291549)","38843040"
"POINT (3885999.23489963 2311994.58519036)","38862312"
"POINT (3885999.07362494 2322002.19073876)","38862322"
"POINT (3886001.84517168 2376003.13920262)","38862376"
"POINT (3886004.11155565 2383997.96172475)","38862384"
"POINT (3886001.60024189 2447997.49975175)","38862448"
"POINT (3885997.24597218 2478003.6360942)","38862478"
"POINT (3885995.68731707 2657994.24771251)","38862658"
"POINT (3885999.92780528 2779999.95503308)","38862780"
"POINT (3885999.65674719 2855999.93717351)","38862856"
"POINT (3885999.95405938 2874000.39918116)","38862874"
"POINT (3885985.54071172 2887995.83437644)","38862888"
"POINT (3885998.04516887 3035997.66932979)","38863036"
"POINT (3886002.84648354 3068001.72706925)","38863068"
"POINT (3888000.19791702 2270001.71612705)","38882270"
"POINT (3887998.70208827 2307995.77995875)","38882308"
"POINT (3887999.70490533 2512014.54910607)","38882512"
"POINT (3887999.13448101 2613997.11695986)","38882614"
"POINT (3888000.25043254 2649999.49402497)","38882650"
"POINT (3887999.31409281 2775999.06460859)","38882776"
"POINT (3888000.1211088 2853999.70591223)","38882854"
"POINT (3888000.78351681 2937998.90024229)","38882938"
"POINT (3888000.88410192 2962000.65530963)","38882962"
"POINT (3887998.55627286 2973999.29753089)","38882974"
"POINT (3889995.51732005 2347994.69721375)","38902348"
"POINT (3890001.57265993 2585998.69698111)","38902586"
"POINT (3890002.61466973 2622001.01117394)","38902622"
"POINT (3890000.73715058 2675996.8369022)","38902676"
"POINT (3889993.18017214 2681993.63755282)","38902682"
"POINT (3889999.16674901 2779999.51811545)","38902780"
"POINT (3889999.13713062 2819999.77329545)","38902820"
"POINT (3890001.42790442 2825991.91354625)","38902826"
"POINT (3889999.70387985 2837999.58752526)","38902838"
"POINT (3890002.66783345 3013995.53218307)","38903014"
"POINT (3891997.08255844 2344003.95312475)","38922344"
"POINT (3891999.82991924 2362000.56405828)","38922362"
"POINT (3891973.03007101 2439986.13344048)","38922440"
"POINT (3891998.88746342 2584000.94495884)","38922584"
"POINT (3892007.73650964 2722000.3813917)","38922722"
"POINT (3891999.87019788 2812000.77672102)","38922812"
"POINT (3891999.45745573 2830000.4194077)","38922830"
"POINT (3891999.2295927 2992000.84743403)","38922992"
"POINT (3891979.98887523 3171997.96456726)","38923172"
"POINT (3894012.139421 2329991.89230216)","38942330"
"POINT (3893999.17285207 2351999.94529404)","38942352"
"POINT (3894001.52516839 2510000.34247227)","38942510"
"POINT (3894002.49211372 2521997.12079099)","38942522"
"POINT (3894001.23807497 2568000.56635137)","38942568"
"POINT (3893996.98205401 2636000.14572141)","38942636"
"POINT (3893999.04259574 2725995.3128959)","38942726"
"POINT (3893975.1326086 2747982.20451543)","38942748"
"POINT (3893998.75812944 2923998.99223414)","38942924"
"POINT (3894001.11543989 3000001.51612187)","38943000"
"POINT (3893999.36329811 3144007.45257627)","38943144"
"POINT (3893997.48644435 3176001.75703852)","38943176"
"POINT (3896001.65469176 2267999.44663409)","38962268"
"POINT (3895998.49111194 2367998.94092178)","38962368"
"POINT (3896006.64400733 2421979.9538161)","38962422"
"POINT (3896000.44816486 2577998.49863666)","38962578"
"POINT (3895998.89703224 2799999.09736268)","38962800"
"POINT (3896000.32220394 2835999.76209544)","38962836"
"POINT (3895999.92921102 2853999.43931449)","38962854"
"POINT (3895998.41992457 2962000.88047625)","38962962"
"POINT (3896001.38673079 3034003.35216802)","38963034"
"POINT (3897998.62910576 2267998.252855)","38982268"
"POINT (3897997.4831646 2274000.68741708)","38982274"
"POINT (3897999.41092633 2479999.51978146)","38982480"
"POINT (3897999.68831922 2515999.37769916)","38982516"
"POINT (3898001.77949773 2598002.06045941)","38982598"
"POINT (3898002.11968219 2634001.71895228)","38982634"
"POINT (3898000.0881544 2756000.26751974)","38982756"
"POINT (3897999.40282963 2792000.12325143)","38982792"
"POINT (3898000.07547611 2813998.67061097)","38982814"
"POINT (3897999.94083793 2845999.797395)","38982846"
"POINT (3898000.58512518 2868000.56888326)","38982868"
"POINT (3898000.21946537 2886000.19462322)","38982886"
"POINT (3897999.41380021 2940000.1643399)","38982940"
"POINT (3898001.61016588 3007996.13389622)","38983008"
"POINT (3897999.98249455 3116000.35297508)","38983116"
"POINT (3898003.04729698 3156004.04205535)","38983156"
"POINT (3900010.13406104 2340000.83644819)","39002340"
"POINT (3899989.57850594 2537981.97940407)","39002538"
"POINT (3899996.30518993 2613999.38262853)","39002614"
"POINT (3900002.22885682 2674000.32951313)","39002674"
"POINT (3899998.91479362 2710000.9750064)","39002710"
"POINT (3900000.18105385 2835999.62068388)","39002836"
"POINT (3899999.90371897 2871999.8650042)","39002872"
"POINT (3900002.29821981 2902000.47095029)","39002902"
"POINT (3899999.02018912 2926001.57029834)","39002926"
"POINT (3899998.56679178 2951998.98976965)","39002952"
"POINT (3899998.32619691 2979999.72454031)","39002980"
"POINT (3899997.48025435 2991999.3178688)","39002992"
"POINT (3899997.18346302 3154007.22137542)","39003154"
"POINT (3899999.64320526 3171999.65882484)","39003172"
"POINT (3900002.51964803 3195999.98023951)","39003196"
"POINT (3902002.59861786 2283998.2866405)","39022284"
"POINT (3901999.62725392 2324001.20789403)","39022324"
"POINT (3901999.67961216 2476000.00168409)","39022476"
"POINT (3902003.45443613 2548000.70303567)","39022548"
"POINT (3902005.66303267 2589996.08456378)","39022590"
"POINT (3902000.02630547 2917999.92639638)","39022918"
"POINT (3902000.87919225 3025998.36871898)","39023026"
"POINT (3903999.48520461 2321999.23109183)","39042322"
"POINT (3903999.00970666 2333998.56769736)","39042334"
"POINT (3904000.81373644 2744001.64878423)","39042744"
"POINT (3904002.89306575 2780000.20659175)","39042780"
"POINT (3903999.50285609 2783998.76356774)","39042784"
"POINT (3903997.13411858 2888002.04817485)","39042888"
"POINT (3906001.57451638 2295999.98362669)","39062296"
"POINT (3905999.49808856 2613999.70400842)","39062614"
"POINT (3906002.84617392 2631998.49276446)","39062632"
"POINT (3905998.67803458 2637998.85970938)","39062638"
"POINT (3905998.64948004 2656000.40446528)","39062656"
"POINT (3906000.59189037 2668004.19224775)","39062668"
"POINT (3905995.47143904 2686001.09300696)","39062686"
"POINT (3906001.61890772 2703999.00704943)","39062704"
"POINT (3905999.91913402 2919998.6137569)","39062920"
"POINT (3905999.86875633 2943999.16533979)","39062944"
"POINT (3906001.04600645 3046000.53916407)","39063046"
"POINT (3905999.65446293 3189994.96866229)","39063190"
"POINT (3908000.0478834 2279999.04297172)","39082280"
"POINT (3907998.09021587 2501998.49820779)","39082502"
"POINT (3908000.71845411 2545999.38519965)","39082546"
"POINT (3907999.16174965 2555995.27116052)","39082556"
"POINT (3908000.54311917 2600003.0818794)","39082600"
"POINT (3907997.77844196 2636000.17247836)","39082636"
"POINT (3908001.65396207 2654000.35520849)","39082654"
"POINT (3907999.11753536 2700001.84435725)","39082700"
"POINT (3907999.87648072 2708001.01079701)","39082708"
"POINT (3907999.59249765 2753996.5800498)","39082754"
"POINT (3908000.01798985 2798000.42509438)","39082798"
"POINT (3907999.73334052 2837999.94347208)","39082838"
"POINT (3907999.49667612 2862000.12782337)","39082862"
"POINT (3907999.65354169 2945999.6100286)","39082946"
"POINT (3907999.39216408 2982000.10855034)","39082982"
"POINT (3907998.73874683 3090000.55932619)","39083090"
"POINT (3907999.52928129 3180001.35995787)","39083180"
"POINT (3909995.71069985 2397998.49692493)","39102398"
"POINT (3910025.39143179 2434000.93197629)","39102434"
"POINT (3909997.27441427 2512008.74776573)","39102512"
"POINT (3910000.05005442 3153993.69076242)","39103154"
"POINT (3910001.97319059 3190000.10485653)","39103190"
"POINT (3912000.91144861 2276002.21249269)","39122276"
"POINT (3911997.49384125 2316000.84582097)","39122316"
"POINT (3911997.26003148 2319996.17025232)","39122320"
"POINT (3912000.2556798 2568005.11724888)","39122568"
"POINT (3912001.95023395 2586000.9295911)","39122586"
"POINT (3912001.34002437 2643992.67393669)","39122644"
"POINT (3911998.45411859 2658001.80649505)","39122658"
"POINT (3912000.95230904 2694002.45215898)","39122694"
"POINT (3912001.06987043 2715998.58647497)","39122716"
"POINT (3911998.92537841 2744001.97343487)","39122744"
"POINT (3912000.73250192 2860001.15903718)","39122860"
"POINT (3911999.82751375 2927999.08188878)","39122928"
"POINT (3912001.53894215 2942000.63316469)","39122942"
"POINT (3911999.34903452 2950001.05843884)","39122950"
"POINT (3911999.57698917 2968000.96457697)","39122968"
"POINT (3911999.2378681 2978000.4800075)","39122978"
"POINT (3912002.33664479 3108003.27197834)","39123108"
"POINT (3914001.15953582 2367993.90888721)","39142368"
"POINT (3913997.96784147 2673997.7917291)","39142674"
"POINT (3916001.72523417 2358000.70838389)","39162358"
"POINT (3915998.12533727 2359998.37760608)","39162360"
"POINT (3915998.43021173 2426001.27590615)","39162426"
"POINT (3915995.9951379 2444002.85258741)","39162444"
"POINT (3915997.26324618 2497997.03901892)","39162498"
"POINT (3915998.4674014 2543999.53643532)","39162544"
"POINT (3915999.59152636 2579999.57895638)","39162580"
"POINT (3915997.20846652 2612004.41453151)","39162612"
"POINT (3916000.18485747 2623999.22509188)","39162624"
"POINT (3916000.82680336 2670000.67436312)","39162670"
"POINT (3915997.14021322 2683994.02390792)","39162684"
"POINT (3916000.000184 2828000.91368028)","39162828"
"POINT (3915999.64789014 2868000.1909657)","39162868"
"POINT (3915999.92478943 2930000.42363326)","39162930"
"POINT (3917998.38301846 2332000.84250478)","39182332"
"POINT (3918001.43647058 2340002.92874389)","39182340"
"POINT (3917998.1580404 2349998.38546707)","39182350"
"POINT (3917982.3132311 2411940.45282641)","39182412"
"POINT (3918022.47960692 2470011.72848433)","39182470"
"POINT (3918003.82583254 2559999.68298111)","39182560"
"POINT (3918000.34005641 2613997.04151575)","39182614"
"POINT (3917999.97348344 2721997.95739665)","39182722"
"POINT (3917994.88195373 2728001.50373408)","39182728"
"POINT (3917999.10450031 2794000.50083153)","39182794"
"POINT (3917936.12604329 3118044.07434166)","39183118"
"POINT (3920000.21104427 2281999.69555683)","39202282"
"POINT (3919998.09522584 2287999.5052659)","39202288"
"POINT (3919994.31514815 2359998.58115514)","39202360"
"POINT (3920011.33861581 2414000.08911328)","39202414"
"POINT (3919998.50970332 2431999.85984106)","39202432"
"POINT (3919997.94376985 2463997.62581461)","39202464"
"POINT (3920004.53173529 2481994.93462868)","39202482"
"POINT (3919998.30238404 2554000.7675123)","39202554"
"POINT (3919999.37794876 2571999.68466389)","39202572"
"POINT (3920000.47331139 2918001.57065229)","39202918"
"POINT (3919999.76389706 2950000.08021588)","39202950"
"POINT (3919998.02227448 3112000.66027726)","39203112"
"POINT (3922000.92636804 2334000.96719224)","39222334"
"POINT (3921998.65189842 2347999.44194164)","39222348"
"POINT (3922002.89244292 2513996.63323783)","39222514"
"POINT (3921999.97919407 2707997.76167084)","39222708"
"POINT (3921999.62185248 2801999.56272945)","39222802"
"POINT (3922000.42874638 2852000.33607828)","39222852"
"POINT (3922000.75047885 2870000.20597264)","39222870"
"POINT (3922000.33966689 2928000.06815735)","39222928"
"POINT (3921999.39597504 2981999.17263942)","39222982"
"POINT (3922000.71292005 3215999.59136156)","39223216"
"POINT (3923991.50885894 2461995.93119448)","39242462"
"POINT (3923998.08146391 2476001.31947922)","39242476"
"POINT (3923999.17274007 2577999.97433049)","39242578"
"POINT (3924000.54221555 2727999.46553029)","39242728"
"POINT (3923999.97476297 2835999.98255872)","39242836"
"POINT (3924000.07847789 2937999.48910225)","39242938"
"POINT (3923909.44219288 2961809.07107803)","39242962"
"POINT (3923998.9154308 3177999.76144036)","39243178"
"POINT (3924101.1028696 3195935.49565946)","39243196"
"POINT (3925999.96315395 2370001.44189653)","39262370"
"POINT (3926069.90134348 2484000.15819352)","39262484"
"POINT (3926005.17499838 2495995.6245447)","39262496"
"POINT (3925999.86658783 2585999.81268646)","39262586"
"POINT (3925997.24106661 2717997.30119386)","39262718"
"POINT (3926000.51317864 2765999.27448894)","39262766"
"POINT (3926000.03078446 2941999.25796726)","39262942"
"POINT (3925999.69960849 2964000.3624587)","39262964"
"POINT (3926206.66361487 2981837.77393254)","39262982"
"POINT (3926003.16918504 3085999.01635603)","39263086"
"POINT (3928003.7045808 2320020.74847709)","39282320"
"POINT (3929999.8772921 2409999.29037404)","39302410"
"POINT (3930003.20167334 2495999.53943256)","39302496"
"POINT (3929999.38909386 2607998.48581236)","39302608"
"POINT (3930001.49565721 2653999.10397904)","39302654"
"POINT (3929994.05765832 2711961.95872239)","39302712"
"POINT (3929997.87832489 2729977.74734531)","39302730"
"POINT (3930001.15448186 2765998.38372091)","39302766"
"POINT (3929998.83486414 2801999.74586853)","39302802"
"POINT (3929998.81681946 2923998.31154554)","39302924"
"POINT (3930000.17778521 2985999.47414598)","39302986"
"POINT (3929998.25461081 3032001.55965389)","39303032"
"POINT (3930000.81825837 3175997.7907715)","39303176"
"POINT (3930045.69831866 3197997.97016112)","39303198"
"POINT (3931996.55801318 2367998.05312705)","39322368"
"POINT (3931994.19567295 2458001.44015409)","39322458"
"POINT (3931997.72539983 2566002.9817153)","39322566"
"POINT (3931996.93825392 2674000.93692534)","39322674"
"POINT (3931999.63410071 2889998.6196178)","39322890"
"POINT (3933997.52290804 2263995.66913985)","39342264"
"POINT (3934001.24464927 2305999.24948128)","39342306"
"POINT (3934003.01647856 2486003.01528042)","39342486"
"POINT (3933999.04036609 2594001.57942799)","39342594"
"POINT (3933999.96078494 2597999.25493854)","39342598"
"POINT (3934001.74535211 2615999.77971995)","39342616"
"POINT (3934000.27311632 2660000.98714181)","39342660"
"POINT (3933999.67353353 2791999.76323298)","39342792"
"POINT (3933999.42872773 2875998.05568197)","39342876"
"POINT (3934000.30157915 2921999.24587929)","39342922"
"POINT (3933999.91667041 2957999.90404588)","39342958"
"POINT (3934003.16669966 3181998.85353432)","39343182"
"POINT (3934001.15848334 3235999.95904031)","39343236"
"POINT (3936000.67835209 2394000.52966973)","39362394"
"POINT (3935997.29901138 2523998.67146838)","39362524"
"POINT (3935998.67918253 2529997.33134166)","39362530"
"POINT (3936006.6112343 2548003.29358546)","39362548"
"POINT (3936000.80844997 2595999.25577781)","39362596"
"POINT (3935998.47832928 2667997.40851443)","39362668"
"POINT (3935772.22653979 2721266.55376029)","39362722"
"POINT (3936027.38637362 2739984.1513916)","39362740"
"POINT (3936001.33955275 2817999.05375929)","39362818"
"POINT (3936003.42180247 2937975.4185393)","39362938"
"POINT (3935934.20645365 2952157.47148018)","39362952"
"POINT (3935999.30015593 3226000.54860981)","39363226"
"POINT (3937999.78417523 2557999.56778201)","39382558"
"POINT (3937998.65244434 2737999.26367902)","39382738"
"POINT (3937998.88444289 2773997.35768133)","39382774"
"POINT (3937997.08890556 2792002.83682968)","39382792"
"POINT (3937999.96749832 2810000.55586602)","39382810"
"POINT (3938000.46613497 2971998.82191175)","39382972"
"POINT (3937996.53877169 3057999.11589612)","39383058"
"POINT (3938009.43720662 3187989.78214727)","39383188"
"POINT (3938019.66822183 3202039.47080929)","39383202"
"POINT (3939998.00612111 2376001.27860059)","39402376"
"POINT (3939963.86771553 2406012.38382701)","39402406"
"POINT (3939995.51596813 2502010.98514199)","39402502"
"POINT (3940000.14111706 2690007.68373992)","39402690"
"POINT (3939980.96780229 2712017.1201941)","39402712"
"POINT (3939999.98042866 2906000.24454502)","39402906"
"POINT (3939971.49833722 2960025.68005166)","39402960"
"POINT (3939999.26140083 2999998.88515137)","39403000"
"POINT (3941997.49950014 2451999.83014885)","39422452"
