X,Y,Point_ID,Coarse,Clay,Sand,Silt,pH_CaCl2,pH_H20,EC,OC,CaCO3,P,N,K,LC,LU,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC0_Desc,LC1_Desc,LU1_Desc
-7.819694228,37.715193015,"27541810",,,,,5.40,6.01,6.55,19.20,"0",10.80,2.00,75.90,C22,U120,PT,PT1,PT18,PT184,Woodland,Pine dominated coniferous woodland,Forestry
-7.861935525,37.873591945,"27541828",,,,,6.70,7.00,7.95,6.40,"1",16.90,1.00,76.10,E10,U111,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-8.106648444,38.770017923,"27541930",,,,,5.40,5.82,3.89,10.10,"1",0.00,1.00,76.80,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
-8.561770601,40.34711342,"27542110",,,,,7.70,8.04,15.71,10.40,"449",5.00,1.30,209.30,B82,U111,PT,PT1,PT16,PT16E,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
-7.691011843,37.314284065,"27561764",,,,,5.90,6.05,9.97,35.00,"0",11.90,2.80,188.40,D10,U410,PT,PT1,PT15,PT150,Shrubland,Shrubland with sparse tree cover,Abandoned areas
-7.802264626,37.736995779,"27561812",,,,,6.30,6.63,34.10,9.10,"1",7.10,1.20,39.90,B11,U111,PT,PT1,PT18,PT184,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-7.920247003,38.17685269,"27561862",,,,,6.00,6.08,29.50,26.10,"1",41.20,2.20,339.50,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-8.05985082,38.686489929,"27561920",,,,,5.60,6.02,9.40,16.20,"0",11.40,1.80,83.30,E10,U111,PT,PT1,PT18,PT187,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-8.138163986,38.967395101,"27561952",,,,,5.70,6.12,13.33,8.10,"0",11.00,0.90,61.00,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
-8.207455207,39.213027431,"27561980",,,,,6.40,6.83,5.03,6.50,"1",4.40,0.50,27.30,C10,U120,PT,PT1,PT18,PT185,Woodland,Broadleaved woodland,Forestry
-8.22738568,39.283180729,"27561988",,,,,4.50,5.26,10.91,38.10,"0",10.30,2.50,77.80,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry
-8.559769342,40.421467441,"27562118",,,,,5.70,5.99,8.75,17.00,"0",71.50,1.50,47.30,B21,U111,PT,PT1,PT16,PT16D,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
-8.607088998,40.578823189,"27562136",,,,,4.40,4.95,10.22,22.20,"0",78.00,1.80,63.80,C10,U120,PT,PT1,PT16,PT16D,Woodland,Broadleaved woodland,Forestry
-7.633296391,37.269731157,"27601758",,,,,5.00,5.70,3.57,12.30,"0",6.90,1.70,95.40,D10,U410,PT,PT1,PT15,PT150,Shrubland,Shrubland with sparse tree cover,Abandoned areas
-7.706921315,37.551664295,"27601790",,,,,6.10,6.32,9.19,17.10,"0",20.20,2.00,162.20,E10,U120,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Forestry
-7.716184921,37.586892203,"27601794",,,,,5.80,6.12,6.15,12.00,"2",6.90,1.30,139.80,C22,U120,PT,PT1,PT18,PT184,Woodland,Pine dominated coniferous woodland,Forestry
-7.833129722,38.026983879,"27601844",,,,,6.00,6.33,6.03,8.10,"0",14.60,0.80,133.10,B31,U111,PT,PT1,PT18,PT184,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
-8.068669507,38.88818492,"27601942",,,,,6.70,6.95,10.03,17.70,"2",9.00,1.50,90.80,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
-8.292652508,39.677479106,"27602032",,,,,4.20,4.65,3.11,10.20,"0",0.00,1.20,44.30,B81,U111,PT,PT1,PT16,PT16I,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
-8.598018758,40.710005785,"27602150",,,,,5.20,5.65,110.60,97.00,"0",31.90,6.70,218.10,E20,U420,PT,PT1,PT16,PT16D,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
-8.346205058,39.944585031,"27622062",,,,,4.00,4.49,3.16,21.80,"0",4.70,1.00,49.50,C10,U120,PT,PT1,PT16,PT16F,Woodland,Broadleaved woodland,Forestry
-7.575663712,37.225136226,"27641752",,,,,5.00,5.50,7.45,24.60,"0",8.00,2.50,165.90,C10,U120,PT,PT1,PT15,PT150,Woodland,Broadleaved woodland,Forestry
-7.760527221,37.929794232,"27641832",,,,,7.60,8.00,12.00,7.00,"19",14.10,0.90,315.80,B31,U111,PT,PT1,PT18,PT184,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
-7.869300402,38.334422145,"27641878",,,,,5.20,5.83,4.56,7.50,"0",9.80,0.90,111.80,B54,U111,PT,PT1,PT18,PT187,Cropland,Mix of cereals,Agriculture (excluding fallow land and kitchen gardens)
-7.912367462,38.492645624,"27641896",,,,,4.60,5.25,3.94,10.90,"0",7.90,1.20,45.90,B55,U111,PT,PT1,PT18,PT187,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
-7.955721568,38.650807745,"27641914",,,,,5.50,5.73,11.01,22.60,"0",10.30,2.10,112.90,E20,U111,PT,PT1,PT18,PT187,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-8.426326777,40.299061567,"27642102",,,,,7.40,7.75,14.80,16.80,"705",5.50,1.60,154.60,E20,U111,PT,PT1,PT16,PT16E,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-8.567768327,40.771261115,"27642156",,,,,3.00,4.07,6.13,64.40,"1",18.80,1.90,27.10,C10,U120,PT,PT1,PT16,PT16D,Woodland,Broadleaved woodland,Forestry
-7.64535244,37.581779088,"27661792",,,,,6.10,6.38,4.31,14.70,"1",4.40,1.60,50.80,D10,U420,PT,PT1,PT18,PT184,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
-7.856539308,38.373806835,"27661882",,,,,4.60,5.19,4.24,13.40,"0",5.20,1.00,71.00,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
-8.194301332,39.585273421,"27662020",,,,,4.10,4.73,4.01,22.50,"0",0.00,1.10,33.20,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry
-7.554494274,37.321566286,"27681762",,,,,5.40,6.15,3.43,8.40,"0",5.50,1.20,100.60,B84,U111,PT,PT1,PT15,PT150,Cropland,Permanent industrial crops,Agriculture (excluding fallow land and kitchen gardens)
-7.988548455,38.94034874,"27681946",,,,,6.00,6.27,7.49,4.60,"1",42.20,0.60,107.00,B19,U111,PT,PT1,PT18,PT187,Cropland,Other cereals,Agriculture (excluding fallow land and kitchen gardens)
-8.121636384,39.4142123,"27682000",,,,,4.60,5.31,3.92,15.70,"0",7.80,1.20,42.20,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry
-8.671064479,41.269250307,"27682212",,,,,4.40,4.63,33.20,19.80,"0",53.30,2.50,152.00,B55,U111,PT,PT1,PT11,PT11A,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
-7.514302953,37.255166962,"27701754",,,,,5.60,6.18,6.04,16.30,"1",6.90,1.80,168.20,B74,U111,PT,PT1,PT15,PT150,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens)
-7.731497901,38.083155099,"27701848",,,,,6.00,6.33,14.17,9.70,"0",54.60,1.10,177.70,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
-8.674812639,41.36098366,"27702222",,,,,4.80,5.11,29.20,34.10,"1",148.50,3.30,90.60,B16,U111,PT,PT1,PT11,PT11A,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
-7.662488824,37.911296329,"27721828",,,,,7.40,7.95,12.91,10.10,"108",10.70,1.10,206.30,E10,U111,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-8.141259978,39.65077389,"27722026",,,,,3.80,4.38,6.94,27.30,"0",4.80,1.00,66.00,C22,U120,PT,PT1,PT16,PT16I,Woodland,Pine dominated coniferous woodland,Forestry
-8.216930883,39.913687777,"27722056",,,,,3.90,4.36,4.89,48.20,"0",7.20,2.20,35.30,C32,U120,PT,PT1,PT16,PT16F,Woodland,Pine dominated mixed woodland,Forestry
-8.278085488,40.123897113,"27722080",,,,,4.20,4.50,18.39,15.10,"0",11.80,1.50,60.80,E20,U120,PT,PT1,PT16,PT16E,Grassland,Grassland without tree/shrub cover,Forestry
-8.402070608,40.543991,"27722128",,,,,5.80,5.90,43.10,48.50,"0",82.10,3.80,67.10,C10,U120,PT,PT1,PT16,PT16D,Woodland,Broadleaved woodland,Forestry
-8.667760969,41.417794354,"27722228",,,,,4.50,4.74,35.10,36.90,"1",145.60,3.50,194.90,B16,U111,PT,PT1,PT11,PT11A,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
-8.705776471,41.539976454,"27722242",,,,,5.10,5.25,8.50,42.50,"1",50.20,4.30,427.50,B16,U111,PT,PT1,PT11,PT112,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
-7.644974287,37.933068673,"27741830",,,,,7.40,7.78,26.30,7.80,"22",7.40,1.00,191.30,B31,U111,PT,PT1,PT18,PT184,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
-7.729403411,38.249895823,"27741866",,,,,5.10,5.67,5.26,20.90,"0",5.50,1.70,100.50,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
-7.786313911,38.460978266,"27741890",,,,,4.60,5.13,7.20,9.50,"0",22.50,0.90,58.80,E30,U111,PT,PT1,PT18,PT187,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
-7.829328729,38.619218949,"27741908",,,,,4.90,5.33,4.91,6.20,"0",25.20,0.70,58.50,E30,U111,PT,PT1,PT18,PT187,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
-8.655287129,41.457144794,"27742232",,,,,3.70,4.36,8.33,103.10,"0",18.90,5.10,38.10,C10,U120,PT,PT1,PT11,PT112,Woodland,Broadleaved woodland,Forestry
-8.775510232,41.841020293,"27742276",,,,,4.30,4.91,16.80,39.00,"1",225.40,3.60,288.10,A21,U370,PT,PT1,PT11,PT111,Artificial land,Non built-up area features,Residential
-9.005107942,42.555448522,"27742358",,,,,4.70,5.18,4.63,10.50,"1",6.20,0.80,36.00,D20,U420,ES,ES1,ES11,ES111,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
-9.108252207,42.868697177,"27742394",,,,,4.20,4.73,4.45,73.30,"1",7.20,4.50,32.20,D10,U410,ES,ES1,ES11,ES111,Shrubland,Shrubland with sparse tree cover,Abandoned areas
-9.14295895,42.973058599,"27742406",,,,,3.80,4.51,12.00,116.10,"1",6.00,9.30,32.80,C10,U120,ES,ES1,ES11,ES111,Woodland,Broadleaved woodland,Forestry
-8.659084,41.548860661,"27762242",,,,,3.60,4.32,6.44,97.90,"1",7.30,3.40,54.20,C22,U120,PT,PT1,PT11,PT112,Woodland,Pine dominated coniferous woodland,Forestry
-8.790699394,41.96756081,"27762290",,,,,4.10,4.32,12.75,25.10,"0",0.00,1.70,40.90,C22,U120,ES,ES1,ES11,ES114,Woodland,Pine dominated coniferous woodland,Forestry
-7.517479223,37.624266564,"27781794",,,,,5.20,5.95,3.46,6.20,"0",3.80,1.00,43.00,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-7.558908662,37.782855342,"27781812",,,,,4.60,5.13,3.73,10.10,"0",6.90,1.40,45.80,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry
-7.727388112,38.416600632,"27781884",,,,,6.60,6.66,12.06,21.50,"0",31.30,2.10,128.30,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
-7.770210409,38.574884745,"27781902",,,,,5.20,5.61,5.80,10.60,"0",13.60,1.20,76.40,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
-7.998540491,39.400492492,"27781996",,,,,4.50,4.89,2.04,10.60,"0",4.10,0.80,12.20,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry
-8.39043646,40.749508504,"27782150",,,,,6.40,6.54,31.80,26.80,"8",4.10,1.60,33.20,C10,U120,PT,PT1,PT16,PT16D,Woodland,Broadleaved woodland,Forestry
-8.411425651,40.819465946,"27782158",,,,,3.70,4.48,4.76,42.10,"0",5.80,2.00,54.80,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry
-8.437752325,40.906895886,"27782168",,,,,3.50,4.37,13.00,112.10,"0",19.10,5.30,83.30,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry
-8.75063462,41.919712011,"27782284",,,,,5.20,5.48,24.70,29.80,"1",81.70,3.00,178.70,D20,U410,PT,PT1,PT11,PT111,Shrubland,Shrubland without tree cover,Abandoned areas
-7.532160065,37.769374394,"27801810",,,,,4.70,5.10,6.62,17.60,"0",34.00,1.80,99.30,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry
-8.278962453,40.456394127,"27802116",,,,,4.30,4.92,5.27,30.50,"0",0.00,2.40,73.60,F40,U120,PT,PT1,PT16,PT16E,Bareland,Other bare soil,Forestry
-8.46751702,41.086088923,"27802188",,,,,4.00,4.12,125.10,74.00,"0",70.30,6.80,156.10,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry
-8.612379751,41.557723106,"27802242",,,,,4.90,5.16,85.90,28.60,"0",26.20,2.70,148.70,B16,U111,PT,PT1,PT11,PT112,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
-7.560880299,37.967289839,"27821832",,,,,6.90,7.24,7.51,6.50,"0",23.10,0.80,236.10,B11,U111,PT,PT1,PT18,PT184,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-7.574821012,38.020124129,"27821838",,,,,7.60,7.90,15.39,13.00,"52",27.70,1.50,365.00,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
-7.584131893,38.055343236,"27821842",,,,,7.00,7.29,8.96,10.30,"2",4.70,1.10,305.60,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
-7.68746079,38.442555387,"27821886",,,,,4.70,4.77,18.14,8.40,"0",39.30,1.10,169.70,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
-7.918827731,39.286124073,"27821982",,,,,4.50,5.23,4.97,13.00,"1",6.30,0.80,57.00,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry
-8.502912899,41.282701949,"27822210",,,,,4.30,4.60,9.45,12.70,"0",3.30,1.40,48.50,A22,U312,PT,PT1,PT11,PT11A,Artificial land,Non built-up linear features,Road transport
-7.51554572,37.883351867,"27841822",,,,,6.00,6.27,13.96,25.40,"0",6.90,2.60,98.10,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-7.557258848,38.041879503,"27841840",,,,,6.70,7.27,10.92,11.60,"1",6.90,1.10,177.00,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
-7.698314065,38.569866673,"27841900",,,,,5.90,6.17,10.70,10.50,"0",29.80,1.10,96.30,E20,U111,PT,PT1,PT18,PT187,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-8.46897261,41.252149447,"27842206",,,,,4.30,4.51,9.52,28.00,"0",7.20,2.40,27.50,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry
-8.746458995,42.14236014,"27842308",,,,,3.30,4.20,23.80,120.00,"0",42.60,7.10,120.60,C10,U120,ES,ES1,ES11,ES114,Woodland,Broadleaved woodland,Forestry
-8.989119208,42.89141286,"27842394",,,,,4.10,4.83,7.27,104.70,"0",26.60,8.90,136.10,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
-9.052521428,43.082807004,"27842416",,,,,4.10,4.16,12.17,70.20,"0",16.60,5.60,106.90,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
-7.997159656,39.733336021,"27862032",,,,,4.10,4.68,5.19,27.60,"0",5.90,2.20,78.00,C22,U120,PT,PT1,PT16,PT16H,Woodland,Pine dominated coniferous woodland,Forestry
-8.097674836,40.083995718,"27862072",,,,,3.90,4.38,7.51,50.90,"0",7.20,3.90,46.20,C22,U120,PT,PT1,PT16,PT16E,Woodland,Pine dominated coniferous woodland,Forestry
-7.53140522,38.120602185,"27881848",,,,,7.70,8.16,13.29,9.20,"152",11.10,0.90,210.00,B15,U111,PT,PT1,PT18,PT184,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
-7.658297473,38.595808587,"27881902",,,,,5.80,6.18,5.76,10.60,"0",4.90,1.10,76.30,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
-7.734696664,38.877155748,"27881934",,,,,4.90,5.58,5.42,8.60,"0",8.50,0.90,104.30,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
-7.744310472,38.912310729,"27881938",,,,,5.90,6.32,12.41,12.20,"0",5.20,1.40,220.40,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
-7.919830747,39.544591194,"27882010",,,,,4.30,5.18,2.09,9.00,"0",6.40,1.40,92.40,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry
-8.475893835,41.435649608,"27882226",,,,,3.90,4.37,11.52,54.60,"2",151.70,3.80,48.00,C10,U120,PT,PT1,PT11,PT119,Woodland,Broadleaved woodland,Forestry
-8.671696186,42.064072222,"27882298",,,,,4.30,4.69,11.22,37.70,"0",6.80,2.70,56.20,C10,U120,ES,ES1,ES11,ES114,Woodland,Broadleaved woodland,Forestry
-8.873053373,42.691525356,"27882370",,,,,3.80,3.91,25.20,80.30,"1",11.30,6.80,38.30,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
-8.912869219,42.813417179,"27882384",,,,,3.80,4.03,33.40,93.70,"0",14.80,5.00,83.90,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
-9.027844992,43.161476239,"27882424",,,,,3.80,4.55,6.78,72.90,"1",12.60,5.50,41.70,C22,U120,ES,ES1,ES11,ES111,Woodland,Pine dominated coniferous woodland,Forestry
-7.449027508,37.895723589,"27901822",,,,,4.70,5.21,5.35,17.60,"0",4.90,1.80,64.50,E10,U111,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-7.631168134,38.582385943,"27901900",,,,,5.50,5.70,13.40,18.90,"0",10.10,1.80,153.90,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
-7.760376461,39.057103618,"27901954",,,,,5.90,6.18,7.46,19.00,"1",28.80,2.00,130.30,B81,U111,PT,PT1,PT18,PT186,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
-7.8040254,39.21522234,"27901972",,,,,6.60,6.70,123.90,23.20,"1",13.60,2.50,94.70,E20,U111,PT,PT1,PT18,PT186,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-8.241522697,40.740601805,"27902146",,,,,4.10,4.87,4.14,42.60,"0",19.40,3.30,65.30,C10,U120,PT,PT1,PT16,PT16G,Woodland,Broadleaved woodland,Forestry
-8.383271532,41.212852577,"27902200",,,,,4.50,4.65,9.20,4.70,"0",12.70,0.50,42.80,A21,U341,PT,PT1,PT11,PT11A,Artificial land,Non built-up area features,Commerce
-8.742430239,42.364958578,"27902332",,,,,3.70,3.95,20.00,83.90,"0",16.50,6.10,43.50,C33,U120,ES,ES1,ES11,ES114,Woodland,Other mixed woodland,Forestry
-7.376471987,37.705944226,"27921800",,,,,5.10,5.63,11.84,16.50,"0",23.80,1.70,125.00,C10,U120,ES,ES6,ES61,ES615,Woodland,Broadleaved woodland,Forestry
-7.486914425,38.128866979,"27921848",,,,,7.60,7.96,16.95,9.20,"724",8.80,1.50,130.50,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
-7.713745834,38.973424874,"27921944",,,,,5.70,6.07,7.95,28.00,"0",17.70,2.50,113.60,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry
-7.776581692,39.201864539,"27921970",,,,,6.10,6.36,10.52,17.60,"2",99.40,2.10,176.50,E30,U111,PT,PT1,PT18,PT186,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
-7.963795322,39.868892225,"27922046",,,,,4.20,4.86,5.55,53.20,"0",5.10,2.40,75.50,C32,U120,PT,PT1,PT16,PT16I,Woodland,Pine dominated mixed woodland,Forestry
-8.089911916,40.307142318,"27922096",,,,,4.50,4.97,18.41,29.30,"0",10.80,2.50,128.10,C10,U420,PT,PT1,PT16,PT16E,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
-8.161586273,40.552359996,"27922124",,,,,4.60,5.10,4.98,39.00,"2",9.70,2.20,57.90,C32,U120,PT,PT1,PT16,PT16G,Woodland,Pine dominated mixed woodland,Forestry
-8.333586083,41.129797989,"27922190",,,,,3.80,4.48,7.60,56.90,"0",17.90,3.50,28.80,C10,U120,PT,PT1,PT11,PT11C,Woodland,Broadleaved woodland,Forestry
-8.381253453,41.287140823,"27922208",,,,,4.30,4.82,49.10,140.80,"1",69.00,8.50,138.10,C10,U120,PT,PT1,PT11,PT11C,Woodland,Broadleaved woodland,Forestry
-8.477583325,41.601645965,"27922244",,,,,4.10,4.29,10.60,16.80,"0",107.40,1.90,85.80,B16,U111,PT,PT1,PT11,PT112,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
-8.774760367,42.543713907,"27922352",,,,,5.80,6.22,19.36,23.20,"0",34.30,2.50,116.90,B16,U111,ES,ES1,ES11,ES114,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
-8.945357554,43.066143166,"27922412",,,,,4.10,5.14,18.20,121.60,"2",22.90,7.40,85.00,C10,U120,ES,ES1,ES11,ES111,Woodland,Broadleaved woodland,Forestry
-8.24217129,40.906753403,"27942164",,,,,3.90,4.60,13.83,81.20,"0",24.50,4.60,83.60,C10,U120,PT,PT1,PT11,PT11A,Woodland,Broadleaved woodland,Forestry
-8.881328774,42.948810666,"27942398",,,,,4.70,4.97,37.10,89.40,"1",34.00,9.00,110.70,B16,U111,ES,ES1,ES11,ES111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
-7.400866372,37.978543039,"27961830",,,,,5.90,6.45,4.33,7.70,"1",13.20,0.90,104.00,B11,U111,PT,PT1,PT18,PT184,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-7.535734711,38.489268981,"27961888",,,,,5.60,6.06,6.94,10.40,"0",8.40,1.10,79.20,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry
-7.578180627,38.647643109,"27961906",,,,,6.70,7.03,16.40,3.90,"0",22.60,0.50,45.30,B82,U111,PT,PT1,PT18,PT187,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
-7.707231429,39.122405111,"27961960",,,,,6.00,6.34,6.01,10.70,"1",16.40,1.10,159.50,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry
-7.7508278,39.280539106,"27961978",,,,,4.60,5.23,4.79,11.30,"0",16.50,1.00,77.70,E20,U111,PT,PT1,PT18,PT186,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-8.297689432,41.173474489,"27962194",,,,,4.00,4.06,27.20,14.50,"1",56.10,1.60,165.50,B16,U111,PT,PT1,PT11,PT11C,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
-8.420074954,41.575485245,"27962240",,,,,5.60,5.95,38.90,25.70,"2",35.00,2.30,135.60,D20,U420,PT,PT1,PT11,PT112,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
-8.828972496,42.866246018,"27962388",,,,,4.00,5.06,7.95,113.80,"1",16.50,9.00,51.30,C10,U420,ES,ES1,ES11,ES111,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
-8.880337636,43.022951975,"27962406",,,,,4.70,5.22,7.63,55.50,"0",50.40,5.60,90.10,E20,U111,ES,ES1,ES11,ES111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-7.291944863,37.647669841,"27981792",,,,,5.70,6.53,5.28,7.90,"0",5.40,1.30,56.00,D10,U120,ES,ES6,ES61,ES615,Shrubland,Shrubland with sparse tree cover,Forestry
