X,Y,Point_ID,Coarse,Clay,Sand,Silt,pH_CaCl2,pH_H20,EC,OC,CaCO3,P,N,K,LC,LU,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC0_Desc,LC1_Desc,LU1_Desc
10.552315172,48.294130015,"43622798",,,,,5.60,5.88,12.11,12.30,"0",64.50,1.60,147.60,B16,U111,DE,DE2,DE27,DE278,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.552708898,48.330117366,"43622802","17","22","18","61",4.10,4.30,39.70,47.80,"0",22.40,4.80,55.30,C21,U120,DE,DE2,DE27,DE276,Woodland,Spruce dominated coniferous woodland,Forestry
10.553103337,48.366104152,"43622806",,,,,6.10,6.38,20.70,19.50,"0",46.40,2.40,113.40,E30,U111,DE,DE2,DE27,DE276,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
10.55409257,48.456068665,"43622816",,,,,5.40,5.67,21.70,21.30,"0",16.30,2.70,63.30,E20,U111,DE,DE2,DE27,DE276,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.554887196,48.528037783,"43622824","12","18","33","48",7.00,7.31,28.30,24.10,"8",85.90,2.90,502.30,B16,U111,DE,DE2,DE27,DE277,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.556284769,48.653978503,"43622838",,,,,6.20,6.43,25.60,32.50,"2",35.20,3.60,161.20,E20,U111,DE,DE2,DE27,DE277,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.559919822,48.977796436,"43622874",,,,,7.20,7.68,22.30,20.10,"72",92.90,2.50,552.90,B14,U111,DE,DE2,DE27,DE27D,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
10.583506393,50.955899007,"43623094",,,,,7.20,7.29,23.20,26.60,"20",25.50,2.80,559.30,B13,U111,DE,DEG,DEG0,DEG0C,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
10.591777312,51.603049615,"43623166",,,,,5.30,5.56,11.89,39.10,"0",17.90,2.80,189.50,C10,U120,DE,DE9,DE91,DE91C,Woodland,Broadleaved woodland,Forestry
10.593419416,51.728874825,"43623180",,,,,3.80,4.21,45.40,160.10,"0",27.10,8.50,91.30,C21,U120,DE,DE9,DE91,DE916,Woodland,Spruce dominated coniferous woodland,Forestry
10.597694075,52.052413023,"43623216",,,,,7.40,7.75,26.70,30.80,"21",75.20,3.40,409.00,B41,U111,DE,DE9,DE91,DE91B,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
10.641855417,55.089670974,"43623554",,,,,6.10,6.26,18.23,13.30,"0",26.30,1.60,100.10,B32,U111,DK,DK0,DK03,DK031,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
10.642997589,55.161559786,"43623562",,,,,3.60,4.11,28.40,55.20,"0",93.00,4.00,69.10,C10,U120,DK,DK0,DK03,DK031,Woodland,Broadleaved woodland,Forestry
10.648198399,55.48506575,"43623598",,,,,6.70,6.82,40.00,15.70,"2",51.40,2.00,193.80,B16,U111,DK,DK0,DK03,DK031,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.663189527,56.383766112,"43623698",,,,,6.00,6.24,10.73,15.00,"0",60.20,1.70,62.70,B11,U111,DK,DK0,DK04,DK042,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.561609715,46.691930656,"43642620","7","15","37","48",4.40,4.75,16.11,39.20,"0",16.80,1.80,94.80,C33,U120,IT,ITH,ITH1,ITH10,Woodland,Other mixed woodland,Forestry
10.570357524,47.502122429,"43642710","39","21","25","53",4.00,4.21,89.50,89.90,"0",26.70,7.10,276.30,C21,U120,AT,AT3,AT33,AT331,Woodland,Spruce dominated coniferous woodland,Forestry
10.572149327,47.664120065,"43642728",,,,,6.30,6.48,62.70,39.80,"4",13.30,4.60,91.80,E20,U111,DE,DE2,DE27,DE27B,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.579462785,48.311985814,"43642800",,,,,6.00,6.16,60.50,42.60,"0",48.20,4.70,56.20,E20,U111,DE,DE2,DE27,DE278,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.59482816,49.607186435,"43642944",,,,,6.80,7.10,17.65,14.80,"3",70.20,1.80,329.20,B11,U111,DE,DE2,DE25,DE25A,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.613393773,51.063616415,"43643106",,,,,6.50,6.48,16.92,41.40,"1",79.20,4.20,922.60,E20,U111,DE,DEG,DEG0,DEG09,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.63814977,52.843069357,"43643304","3","2","79","18",3.30,3.83,4.71,45.30,"0",8.60,1.70,27.60,C22,U120,DE,DE9,DE93,DE93A,Woodland,Pine dominated coniferous woodland,Forestry
10.65523015,53.975274729,"43643430",,,,,6.50,6.62,18.38,10.00,"0",45.30,1.40,135.70,B11,U111,DE,DEF,DEF0,DEF08,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.556356141,43.645443664,"43662282","3","56","8","36",7.50,7.83,28.40,14.20,"39",8.60,2.00,330.80,B54,U111,IT,ITI,ITI1,ITI17,Cropland,Mix of cereals,Agriculture (excluding fallow land and kitchen gardens)
10.558439484,43.861970478,"43662306",,,,,5.60,5.92,10.05,20.90,"0",33.20,2.30,131.80,E20,U111,IT,ITI,ITI1,ITI12,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.561603652,44.186692518,"43662342","3","18","25","57",4.70,5.25,13.06,43.20,"1",17.30,4.40,244.00,E20,U111,IT,ITH,ITH5,ITH54,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.563560809,44.385094477,"43662364",,,,,7.00,7.36,19.04,41.40,"126",26.10,4.30,404.30,E20,U111,IT,ITH,ITH5,ITH53,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.566802593,44.709689792,"43662400",,,,,7.40,7.81,14.63,15.90,"54",16.40,2.10,266.80,B52,U111,IT,ITH,ITH5,ITH53,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
10.569174616,44.944072818,"43662426",,,,,7.50,7.87,18.99,4.90,"71",7.50,1.70,146.70,B11,U111,IT,ITC,ITC4,ITC4B,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.578163274,45.80916357,"43662522","5","32","17","51",5.40,5.73,16.92,75.90,"0",5.60,7.40,144.10,E10,U111,IT,ITH,ITH2,ITH20,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.594613259,47.303966171,"43662688","29","9","32","59",6.80,7.04,82.00,163.90,"100",17.90,5.40,172.10,C23,U120,AT,AT3,AT33,AT331,Woodland,Other coniferous woodland,Forestry
10.598341922,47.62797941,"43662724",,,,,6.00,6.15,63.80,74.10,"1",86.50,8.40,339.90,E20,U111,DE,DE2,DE27,DE27B,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.601706924,47.91594783,"43662756",,,,,5.60,5.61,119.40,69.50,"1",64.00,8.20,283.90,E20,U111,DE,DE2,DE27,DE27B,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.602130951,47.951941111,"43662760",,,,,5.60,5.76,58.60,33.20,"0",29.20,3.80,233.30,E20,U111,DE,DE2,DE27,DE27B,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.607496267,48.401807331,"43662810",,,,,5.70,6.09,5.94,10.60,"0",50.40,1.30,163.30,B53,U111,DE,DE2,DE27,DE276,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens)
10.645941121,51.35108652,"43663138",,,,,6.50,6.38,15.20,48.20,"4",33.70,4.40,371.10,D10,U410,DE,DEG,DEG0,DEG0A,Shrubland,Shrubland with sparse tree cover,Abandoned areas
10.650022683,51.638694008,"43663170",,,,,4.00,4.25,58.20,122.60,"1",59.50,8.00,177.50,C31,U120,DE,DE9,DE91,DE91C,Woodland,Spruce dominated mixed woodland,Forestry
10.657585354,52.159945428,"43663228",,,,,7.20,7.57,21.40,44.30,"41",70.60,4.60,275.40,E30,U111,DE,DE9,DE91,DE91B,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
10.661046405,52.393596688,"43663254",,,,,6.60,6.86,19.77,10.10,"1",66.70,1.30,288.50,B11,U111,DE,DE9,DE91,DE914,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.662389528,52.483460704,"43663264",,,,,3.00,3.72,58.90,496.10,"0",157.60,22.50,130.50,C10,U120,DE,DE9,DE91,DE914,Woodland,Broadleaved woodland,Forestry
10.664824097,52.645213592,"43663282",,,,,5.20,5.74,9.19,22.70,"0",83.10,1.80,168.80,B13,U111,DE,DE9,DE91,DE914,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
10.666732869,52.771019491,"43663296",,,,,5.10,5.63,5.44,9.70,"0",5.60,0.60,45.60,C10,U120,DE,DE9,DE93,DE93A,Woodland,Broadleaved woodland,Forestry
10.669759625,52.96871151,"43663318",,,,,3.60,4.00,8.48,31.60,"0",31.30,2.00,61.80,C10,U120,DE,DE9,DE93,DE93A,Woodland,Broadleaved woodland,Forestry
10.681920883,53.741483472,"43663404",,,,,5.60,5.90,7.82,14.40,"0",27.50,1.50,121.40,B32,U111,DE,DEF,DEF0,DEF06,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
10.726874013,56.329492733,"43663692",,,,,6.00,6.21,36.70,78.00,"0",66.40,6.50,96.90,B32,U111,DK,DK0,DK04,DK042,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
10.594853933,44.979987808,"43682430",,,,,7.60,7.86,16.34,17.10,"11",11.20,2.10,239.60,B16,U111,IT,ITC,ITC4,ITC4B,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.617841289,47.033767058,"43682658","27","18","21","61",6.70,6.86,35.40,47.20,"20",11.00,5.50,87.20,E20,U111,AT,AT3,AT33,AT334,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.620824914,47.285816234,"43682686","42","21","21","58",6.70,6.78,109.70,153.10,"36",15.40,10.60,122.40,C21,U111,AT,AT3,AT33,AT331,Woodland,Spruce dominated coniferous woodland,Agriculture (excluding fallow land and kitchen gardens)
10.63067067,48.095757888,"43682776",,,,,5.40,5.55,77.30,50.40,"0",90.00,5.50,122.00,E20,U111,DE,DE2,DE27,DE27C,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.632687961,48.257709081,"43682794",,,,,7.00,7.21,18.38,11.80,"6",39.90,1.60,155.60,B16,U111,DE,DE2,DE27,DE276,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.639532397,48.797464343,"43682854",,,,,6.50,6.59,58.60,43.90,"2",58.60,4.60,212.10,E20,U111,DE,DE2,DE27,DE27D,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.641622524,48.959367569,"43682872",,,,,7.40,7.70,39.50,17.60,"64",32.60,2.30,666.40,B16,U111,DE,DE2,DE27,DE27D,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.643025562,49.067297368,"43682884","43","26","11","63",6.80,6.91,55.90,52.60,"6",27.70,5.90,136.20,E20,U111,DE,DE2,DE25,DE256,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.668118177,50.901504596,"43683088",,,,,5.60,5.75,16.04,31.90,"1",22.10,2.90,246.90,C10,U120,DE,DEG,DEG0,DEG0C,Woodland,Broadleaved woodland,Forestry
10.669671052,51.009369411,"43683100",,,,,7.10,7.24,20.90,19.60,"3",51.10,2.30,598.80,B11,U111,DE,DEG,DEG0,DEG0C,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.674383909,51.33294811,"43683136","30","35","11","54",6.60,6.79,19.68,22.50,"3",42.80,2.40,574.50,B15,U111,DE,DEG,DEG0,DEG0A,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
10.701846264,53.112315541,"43683334",,,,,4.40,4.66,13.34,13.00,"0",131.80,1.40,105.90,B11,U111,DE,DE9,DE93,DE93A,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.705363584,53.327973055,"43683358",,,,,6.40,6.55,16.73,23.90,"0",103.00,2.80,454.70,B32,U111,DE,DE9,DE93,DE935,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
10.602632794,43.338355587,"43702248",,,,,7.30,7.93,21.80,10.30,"103",16.00,1.10,219.40,B82,U111,IT,ITI,ITI1,ITI17,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
10.610559933,44.096218037,"43702332","9","25","24","52",4.50,4.64,51.40,37.90,"0",12.70,3.40,310.50,D10,U420,IT,ITI,ITI1,ITI12,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
10.618570403,44.835614558,"43702414",,,,,7.20,7.38,46.40,37.40,"183",42.00,4.40,669.80,B82,U111,IT,ITH,ITH5,ITH53,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
10.620366084,44.997868489,"43702432","19","46","2","52",7.50,7.90,15.92,17.30,"67",22.50,2.10,201.40,B33,U111,IT,ITC,ITC4,ITC4B,Cropland,Soya,Agriculture (excluding fallow land and kitchen gardens)
10.631014775,45.934989105,"43702536",,,,,7.00,7.18,12.51,32.80,"12",11.10,3.70,87.60,E10,U111,IT,ITH,ITH2,ITH20,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.649261941,47.447675805,"43702704",,,,,6.50,6.81,44.10,166.60,"22",32.80,9.50,221.60,C21,U120,AT,AT3,AT33,AT331,Woodland,Spruce dominated coniferous woodland,Forestry
10.652664931,47.717669215,"43702734",,,,,5.00,5.23,58.80,32.50,"0",38.10,4.10,92.40,E20,U111,DE,DE2,DE27,DE27B,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.68547059,50.146202868,"43703004",,,,,7.10,7.37,19.38,14.80,"4",50.10,1.60,454.80,B11,U111,DE,DE2,DE26,DE267,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.695473073,50.829425823,"43703080","12","29","25","46",6.20,6.39,30.40,26.40,"1",37.70,3.30,150.20,B32,U111,DE,DEG,DEG0,DEG0C,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
10.702254662,51.278850665,"43703130",,,,,7.50,7.74,18.09,13.50,"41",19.70,1.50,313.00,B41,U111,DE,DEG,DEG0,DEG0A,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
10.715458548,52.123659845,"43703224",,,,,6.70,7.06,15.41,16.90,"2",82.40,1.90,444.00,B11,U111,DE,DE9,DE91,DE91B,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.623399399,42.977158726,"43722208",,,,,7.60,7.95,18.58,17.00,"9",20.80,2.10,292.30,B12,U111,IT,ITI,ITI1,ITI16,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
10.629947564,43.590878527,"43722276",,,,,7.50,7.84,15.95,14.40,"120",17.90,1.80,153.60,E20,U111,IT,ITI,ITI1,ITI17,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.645477721,44.979688444,"43722430",,,,,7.50,7.98,13.97,7.70,"146",4.90,1.30,125.20,B11,U111,IT,ITC,ITC4,ITC4B,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.646730567,45.087848587,"43722442",,,,,7.40,7.82,17.37,16.20,"228",29.20,1.70,165.70,B52,U111,IT,ITC,ITC4,ITC4B,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
10.708116474,49.786387565,"43722964",,,,,5.60,5.97,13.55,9.50,"0",51.90,1.10,150.30,B11,U111,DE,DE2,DE24,DE245,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.714795894,50.23593622,"43723014",,,,,5.40,5.87,13.72,12.70,"0",22.80,1.40,236.70,B11,U111,DE,DEG,DEG0,DEG0E,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.717239281,50.397758966,"43723032",,,,,7.50,7.80,22.10,23.80,"89",25.70,3.10,615.30,B55,U111,DE,DEG,DEG0,DEG0E,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
10.724696137,50.883184722,"43723086",,,,,6.90,7.05,27.50,69.00,"122",19.30,6.60,422.10,E20,U111,DE,DEG,DEG0,DEG0C,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.737562638,51.692105681,"43723176",,,,,4.00,4.13,20.30,70.90,"1",34.00,4.40,64.40,C21,U120,DE,DEE,DEE0,DEE09,Woodland,Spruce dominated coniferous woodland,Forestry
10.74346468,52.051586122,"43723216",,,,,6.80,6.99,45.50,18.10,"2",50.40,2.30,707.90,B11,U111,DE,DE9,DE91,DE91B,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.757179458,52.86035125,"43723306",,,,,3.30,3.86,7.74,34.40,"0",23.90,1.80,49.40,C22,U120,DE,DE9,DE93,DE93A,Woodland,Pine dominated coniferous woodland,Forestry
10.779792728,54.118330574,"43723446",,,,,6.80,6.99,24.40,15.30,"3",99.10,1.80,259.70,B32,U111,DE,DEF,DEF0,DEF08,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
10.780463055,54.154272321,"43723450",,,,,6.50,6.73,8.93,11.80,"0",46.70,1.50,158.40,B32,U111,DE,DEF,DEF0,DEF08,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
10.648834308,43.067278373,"43742218",,,,,7.60,8.02,15.49,9.80,"93",9.90,1.40,111.00,B82,U111,IT,ITI,ITI1,ITI16,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
10.662275965,44.258252154,"43742350","3","31","14","55",7.20,7.95,15.50,10.50,"173",0.00,1.20,150.80,C10,U120,IT,ITH,ITH5,ITH54,Woodland,Broadleaved woodland,Forestry
10.663534831,44.366467913,"43742362",,,,,7.20,7.35,57.50,29.70,"12",10.40,3.50,248.50,E20,U111,IT,ITH,ITH5,ITH54,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.674276126,45.267937916,"43742462",,,,,7.10,7.18,34.90,46.50,"38",73.90,5.00,220.10,B55,U111,IT,ITC,ITC4,ITC4B,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
10.683204059,45.988718258,"43742542",,,,,6.80,6.88,109.10,128.20,"43",40.70,10.00,172.80,C31,U120,IT,ITH,ITH2,ITH20,Woodland,Spruce dominated mixed woodland,Forestry
10.704462746,47.609346436,"43742722","42","15","34","51",5.00,5.19,102.70,165.90,"0",43.60,16.50,323.30,E20,U111,DE,DE2,DE27,DE27B,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.707427097,47.825325268,"43742746",,,,,7.20,7.28,93.50,70.10,"44",86.60,6.40,407.00,B16,U111,DE,DE2,DE27,DE27B,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.711933855,48.149252081,"43742782",,,,,6.30,6.29,67.90,53.80,"0",55.90,5.80,81.90,E20,U111,DE,DE2,DE27,DE276,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.727499052,49.228680543,"43742902",,,,,7.00,7.24,23.80,9.90,"3",81.20,1.20,229.00,E20,U370,DE,DE2,DE25,DE256,Grassland,Grassland without tree/shrub cover,Residential
10.729908609,49.390555387,"43742920",,,,,6.40,6.72,25.50,14.30,"0",60.50,1.80,154.80,B13,U111,DE,DE2,DE25,DE256,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
10.757801359,51.170634196,"43743118",,,,,7.50,7.83,23.00,14.30,"88",27.00,1.50,260.40,B16,U111,DE,DEG,DEG0,DEG09,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.776984083,52.303022445,"43743244",,,,,5.40,5.82,11.17,33.60,"0",16.10,2.60,151.40,C10,U120,DE,DE9,DE91,DE917,Woodland,Broadleaved woodland,Forestry
10.782687331,52.626525992,"43743280",,,,,2.80,3.57,5.87,49.50,"0",27.90,1.80,30.60,C22,U120,DE,DE9,DE91,DE914,Woodland,Pine dominated coniferous woodland,Forestry
10.812814952,54.243928639,"43743460",,,,,6.90,7.14,14.40,11.50,"2",55.60,1.50,200.40,B13,U111,DE,DEF,DEF0,DEF08,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
10.672291366,42.976847731,"43762208","9","27","37","36",6.20,6.54,7.03,6.20,"0",9.40,0.90,134.20,E30,U112,IT,ITI,ITI1,ITI16,Grassland,Spontaneously re-vegetated surfaces,Fallow land
10.692088605,44.654837281,"43762394",,,,,7.30,7.73,17.47,19.40,"153",16.40,2.20,232.50,E20,U111,IT,ITH,ITH5,ITH53,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.693419306,44.763021352,"43762406",,,,,7.00,7.17,67.60,63.90,"69",127.30,6.80,1257.00,B82,U111,IT,ITH,ITH5,ITH53,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
10.698130215,45.141600751,"43762448",,,,,7.70,8.08,14.27,12.10,"87",17.30,1.20,263.80,B11,U111,IT,ITC,ITC4,ITC4B,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.717114322,46.600957763,"43762610","11","15","39","46",4.20,4.51,16.05,10.50,"0",10.70,0.70,33.40,C21,U120,IT,ITH,ITH1,ITH10,Woodland,Spruce dominated coniferous woodland,Forestry
10.724740624,47.159142919,"43762672","13","10","38","52",4.70,4.95,55.20,40.30,"0",54.70,4.20,44.00,E20,U111,AT,AT3,AT33,AT334,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.732066479,47.68116705,"43762730",,,,,6.80,6.78,155.00,85.20,"75",65.40,7.50,158.90,E20,U111,DE,DE2,DE27,DE27B,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.756058893,49.300444621,"43762910",,,,,5.80,6.05,58.40,28.10,"0",33.90,3.50,83.20,E20,U111,DE,DE2,DE25,DE256,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.767087937,50.001816495,"43762988",,,,,6.00,6.35,23.50,16.20,"0",12.60,1.90,87.90,B18,U111,DE,DE2,DE24,DE245,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
10.807608104,52.374717462,"43763252",,,,,3.60,4.50,10.82,60.60,"1",41.70,3.10,97.80,C10,U120,DE,DE9,DE91,DE913,Woodland,Broadleaved woodland,Forestry
10.816561593,52.859962093,"43763306",,,,,4.80,5.34,5.17,12.30,"0",85.60,1.10,77.20,B53,U111,DE,DE9,DE93,DE93A,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens)
10.71978782,44.852997771,"43782416",,,,,7.70,8.07,24.20,9.10,"202",4.70,1.60,193.70,B11,U111,IT,ITH,ITH5,ITH53,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.723984941,45.177479001,"43782452","45","15","46","38",7.20,7.50,23.70,29.80,"87",179.00,2.60,241.60,B16,U111,IT,ITC,ITC4,ITC4B,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.7359874,46.078448793,"43782552","12","13","50","38",5.40,5.79,7.98,45.50,"0",9.70,2.70,115.80,C21,U120,IT,ITH,ITH2,ITH20,Woodland,Spruce dominated coniferous woodland,Forestry
10.743441325,46.618789317,"43782612",,,,,6.00,6.31,54.10,33.00,"2",115.20,4.00,325.00,B71,U111,IT,ITH,ITH1,ITH10,Cropland,Apple fruit,Agriculture (excluding fallow land and kitchen gardens)
10.749546684,47.050941524,"43782660","13","7","55","38",3.80,4.34,10.27,80.10,"1",22.70,4.30,168.40,C21,U120,AT,AT3,AT33,AT334,Woodland,Spruce dominated coniferous woodland,Forestry
10.754734049,47.410991619,"43782700","26","38","10","53",5.60,5.77,52.00,39.40,"1",7.20,3.60,54.00,C21,U120,AT,AT3,AT33,AT331,Woodland,Spruce dominated coniferous woodland,Forestry
10.779831136,49.06642839,"43782884",,,,,5.10,5.26,27.00,13.90,"0",25.90,1.70,164.00,B11,U111,DE,DE2,DE25,DE25C,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
10.790240523,49.713904081,"43782956",,,,,5.70,6.21,9.54,9.50,"0",23.40,1.10,207.50,B13,U111,DE,DE2,DE25,DE257,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
10.812144473,51.008458876,"43783100",,,,,7.10,7.27,24.90,20.90,"4",48.50,2.40,550.20,B16,U111,DE,DEG,DEG0,DEG0C,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
10.817859804,51.332030212,"43783136",,,,,4.30,5.06,9.18,51.60,"0",13.80,3.20,165.10,C33,U120,DE,DEG,DEG0,DEG0A,Woodland,Other mixed woodland,Forestry
10.83867281,52.46437608,"43783262",,,,,4.60,4.98,9.03,14.10,"0",52.90,1.00,38.50,E30,U112,DE,DE9,DE91,DE913,Grassland,Spontaneously re-vegetated surfaces,Fallow land
10.841753339,52.62612461,"43783280","4","3","84","14",3.00,3.59,6.51,27.00,"1",7.00,1.20,18.50,C22,U120,DE,DE9,DE91,DE914,Woodland,Pine dominated coniferous woodland,Forestry
10.844861734,52.78787033,"43783298",,,,,5.50,5.82,16.98,33.60,"0",52.30,3.50,47.70,E20,U111,DE,DEE,DEE0,DEE04,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.727630672,43.49999276,"43802266",,,,,7.40,7.88,21.00,13.80,"125",12.40,1.60,198.50,E20,U111,IT,ITI,ITI1,ITI17,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.737479758,44.275782883,"43802352",,,,,6.90,7.05,15.52,22.50,"4",30.20,1.70,279.60,E20,U111,IT,ITH,ITH5,ITH54,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.739116718,44.402030761,"43802366","5","34","13","53",7.20,7.60,30.50,26.10,"159",23.00,2.30,394.60,B52,U111,IT,ITH,ITH5,ITH54,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
10.741708559,44.600396568,"43802388",,,,,7.30,7.60,47.30,22.00,"174",23.50,2.70,282.60,E30,U111,IT,ITH,ITH5,ITH53,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
10.744324472,44.798733916,"43802410","7","29","14","57",7.30,7.55,30.20,22.50,"66",20.70,2.90,313.30,B82,U111,IT,ITH,ITH5,ITH53,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
10.752074228,45.375559078,"43802474",,,,,7.00,7.37,16.19,21.90,"114",244.30,2.10,355.20,E20,U111,IT,ITH,ITH3,ITH31,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
10.764872026,46.294423554,"43802576","3","14","45","41",4.30,4.78,19.00,60.40,"0",27.80,5.20,257.00,C21,U120,IT,ITH,ITH2,ITH20,Woodland,Spruce dominated coniferous woodland,Forestry
